Cliente;Material;Tipo material;Texto breve de material;Nombre Fabricante;Numero Pieza de Fabricante;Centro área pl.nec.;Almacén;Caract.planif.nec.;Punto de pedido;Stock alm.máx.;Grupo de compras;Denominación GrpComp;Rubro;SubRubro;Unidad de peso;TIPO DOC;ESTADO ITEM;NRO. VA01/VA21;NRO. OC;FECHA RECEPCION;FECHA PICKING;FECHA CONTABILIZACION VL;FECHA ENTREGA ESPERADA;FECHA DE EMISION NECESIDAD;GRUPO DE COMPRA OC;NRO. SOLPED
00374 TERMINAL PUNTA COLORADA;1055217;ZSCD;NIVEL DE MANO IMANTADO X20CM;;;MR01;374;V1;5;15;C27;FERRETERIA MR01;FERRETERIA;?;KG;ZPAN;SIN TRATAMIENTO;1000089055;;;;;26/6/2026;26/5/2026;;10150984
00374 TERMINAL PUNTA COLORADA;1055218;ZSCD;NIVEL DE MANO IMANTADO X60CM;;;MR01;374;V1;5;15;C27;FERRETERIA MR01;FERRETERIA;?;KG;ZPAN;SIN TRATAMIENTO;1000089055;;;;;26/6/2026;26/5/2026;;10150984
00374 TERMINAL PUNTA COLORADA;1055220;ZSCD;NIVEL DE MANO IMANTADO X100CM;;;MR01;374;V1;5;15;C27;FERRETERIA MR01;FERRETERIA;?;KG;ZPAN;SIN TRATAMIENTO;1000089055;;;;;26/6/2026;26/5/2026;;10150984
00374 TERMINAL PUNTA COLORADA;1054313;ZSSD;"SIKAROD 5/8""  X430M";;;MR01;374;V1;1;2;C18;HORMIGÓN;HORMIGON;ADITIVO;KG;ZPAN;ADJUDICADO;1000089139;4500128999;;;;27/6/2026;27/5/2026;C05;10151073
00374 TERMINAL PUNTA COLORADA;1002004;ZSTO;CAMISA JEAN T.46 C LOGO;;;MR01;374;V1;15;30;C28;SEGURIDAD/ROPA/EPP;ROPA;INDUMENTARIA;KG;ZPAN;ADJUDICADO;1000089238;4500129027;;;;28/6/2026;28/5/2026;374;10151211
00374 TERMINAL PUNTA COLORADA;1035039;ZSTO;CORREA A/C;;04120-21748;MR01;374;V1;2;2;C03;EQUIPOS;CORREAS;?;KG;ZPAN;ADJUDICADO;1000089433;4500129662;;;;2/7/2026;2/6/2026;C03;10151472
00374 TERMINAL PUNTA COLORADA;1054324;ZSSD;SIKADUR 32 GEL X1KG;;;MR01;374;V1;10;20;C18;HORMIGÓN;HORMIGON;ADITIVO;KG;ZPAN;ADJUDICADO;1000089433;4500129400;;;;2/7/2026;2/6/2026;C18;10151472
00374 TERMINAL PUNTA COLORADA;1002632;ZSTO;FILTRO AIRE XUN;MANN;C246501;MR01;374;V1;2;3;F04;FILTRO AIRE;VERIFICAR;FILTROS;KG;ZPAN;EMBALADO;1000089552;4500129410;9/6/2026;9/6/2026;;3/7/2026;3/6/2026;F04;10151578
00374 TERMINAL PUNTA COLORADA;1033433;ZSTO;CORREA B-46;SKF;B-46;MR01;374;V1;1;2;C03;EQUIPOS;?;?;KG;ZPAN;ADJUDICADO;1000089552;4500129830;;;;3/7/2026;3/6/2026;C03;10151578
00374 TERMINAL PUNTA COLORADA;1033434;ZSTO;CORREA VENTILADOR C-50;SKF;C-50;MR01;374;V1;1;2;C03;EQUIPOS;?;?;KG;ZPAN;ADJUDICADO;1000089552;4500129830;;;;3/7/2026;3/6/2026;C03;10151578
00374 TERMINAL PUNTA COLORADA;1033435;ZSTO;CORREA DE BOMBA A ALTA PRESION C107;SKF;C107;MR01;374;V1;1;2;C03;EQUIPOS;?;?;KG;ZPAN;ADJUDICADO;1000089552;4500129830;;;;3/7/2026;3/6/2026;C03;10151578
00374 TERMINAL PUNTA COLORADA;1001988;ZSTO;ELECTRODO AWS6013 X 3,25MM X KG;CONARCO;AWS6013;MR01;374;V1;10;30;C27;FERRETERIA MR01;SOLDADURA;ELECTRODOS;KG;ZPAS;EMBALADO;1000089625;;;5/6/2026;;25/6/2026;4/6/2026;;
00374 TERMINAL PUNTA COLORADA;1001923;ZSTO;AGROPOL 100 MIC 4X50MTS;;;MR01;374;V1;5;10;C27;FERRETERIA MR01;FERRETERIA;INSUMOS;KG;ZPAN;SIN TRATAMIENTO;1000089730;;;;;5/7/2026;5/6/2026;;10151803
00374 TERMINAL PUNTA COLORADA;1001709;ZSTO;CINTA PELIGRO 200 MT ROJA BLANCA NYLON;;;MR01;374;V1;15;20;C28;SEGURIDAD/ROPA/EPP;SEGURIDAD;SEÑALIZACION;KG;ZPAS;PICKEADO;1000089843;;;10/6/2026;;29/6/2026;8/6/2026;;
00374 TERMINAL PUNTA COLORADA;1002364;ZSTO;TRABA PARA DIENTE X UN;JOHN DEERE;TK250P;MR01;374;V1;8;16;G05;AJUSTE;DESGASTE;544K;KG;ZPAS;PICKEADO;1000089843;;;10/6/2026;;29/6/2026;8/6/2026;;
00374 TERMINAL PUNTA COLORADA;1015855;ZSSD;PRECINTO PLASTICO AL-5 X 300MM;;MÚLT. 100U;MR01;374;V1;5;10;C27;FERRETERIA MR01;FERRETERIA;INSUMOS;KG;ZPAN;SIN TRATAMIENTO;1000089844;;;;;8/7/2026;8/6/2026;;10151945
00374 TERMINAL PUNTA COLORADA;1001737;ZSTO;CRIQUETTENSORCONFAJA9METROSX10CMSGPLANO;;;MR01;374;V1;2;6;C27;FERRETERIA MR01;SEGURIDAD;LOGISTICA;KG;ZPAS;PICKEADO PARCIAL;1000089887;;;10/6/2026;;30/6/2026;9/6/2026;;
00374 TERMINAL PUNTA COLORADA;1049470;ZSCD;ELECTRODO 6013 X 1,5MM X KG;;;MR01;374;V1;50;75;C27;FERRETERIA MR01;FERRETERIA;?;KG;ZPAN;SIN TRATAMIENTO;1000089958;;;;;10/7/2026;10/6/2026;;10152128
00365 RIO TINTO;1000041;ZSTO;BOTIQUIN 1ROS. AUXILIOS N 10;;;U365;365;V1;6;9;C28;SEGURIDAD/ROPA/EPP;SEGURIDAD;BOTIQUIN;KG;MOVIMIENTO 315 PENDIENTE;;;;;;;;;;
00365 RIO TINTO;1001681;ZSTO;FICHA T.STECK MACHO 380V 32A T N XUN;;;U365;365;V1;3;5;C11;ELECTRICIDAD;ELECTRICIDAD;FICHAS;KG;MOVIMIENTO 315 PENDIENTE;;;;;;;;;;
00365 RIO TINTO;1001933;ZSTO;DISCO 114x1,6x222 REFORZADO x UN;TYROLIT;114X16X222;U365;365;V1;15;25;C27;FERRETERIA MR01;FERRETERIA;ABRASIVOS/DISCOS;KG;MOVIMIENTO 315 PENDIENTE;;;;;;;;;;
00365 RIO TINTO;1001943;ZSTO;ADHESIVO CIANO 20 G XUN;CIANO;;U365;365;V1;3;5;C27;FERRETERIA MR01;FERRETERIA;ADHESIVOS;KG;MOVIMIENTO 315 PENDIENTE;;;;;;;;;;
00365 RIO TINTO;1001956;ZSTO;MASILLA POXILINA 10MIN. X 250 GRS XUN;POXILINA;;U365;365;V1;1;2;C27;FERRETERIA MR01;FERRETERIA;ADHESIVOS/SELLADORES/LUBRICANT;KG;MOVIMIENTO 315 PENDIENTE;;;;;;;;;;
00365 RIO TINTO;1001958;ZSTO;CINTA TEFLON 1/2 X 20MT;;;U365;365;V1;5;8;C27;FERRETERIA MR01;FERRETERIA;INSUMOS;KG;MOVIMIENTO 315 PENDIENTE;;;;;;;;;;
00365 RIO TINTO;1002007;ZSTO;CAMISA JEAN T.52 C LOGO;;;U365;365;V1;26;45;C28;SEGURIDAD/ROPA/EPP;ROPA;INDUMENTARIA;KG;MOVIMIENTO 315 PENDIENTE;;;;;;;;;;
00365 RIO TINTO;1016998;ZSSD;BOLIGRAFO TRAZO GRUESO NEGRO;;MÚLT. 50U;U365;365;V1;27;47;C17;INSUMOS A;LIBRERIA;ESCRITURA;KG;MOVIMIENTO 315 PENDIENTE;;;;;;;;;;
00365 RIO TINTO;1055827;ZSCD;PANTALON JEAN C/LOGO T.52;;;U365;365;V1;17;30;C28;SEGURIDAD/ROPA/EPP;ROPA;INDUMENTARIA;KG;MOVIMIENTO 315 PENDIENTE;;;;;;;;;;
00365 RIO TINTO;1055829;ZSCD;PANTALON JEAN C/LOGO T.48;;;U365;365;V1;24;41;C28;SEGURIDAD/ROPA/EPP;ROPA;INDUMENTARIA;KG;MOVIMIENTO 315 PENDIENTE;;;;;;;;;;
00365 RIO TINTO;1055830;ZSCD;PANTALON JEAN C/LOGO T.46;;;U365;365;V1;24;41;C28;SEGURIDAD/ROPA/EPP;ROPA;INDUMENTARIA;KG;MOVIMIENTO 315 PENDIENTE;;;;;;;;;;
00365 RIO TINTO;1055831;ZSCD;PANTALON JEAN C/LOGO T.44;;;U365;365;V1;24;41;C28;SEGURIDAD/ROPA/EPP;ROPA;INDUMENTARIA;KG;MOVIMIENTO 315 PENDIENTE;;;;;;;;;;
00365 RIO TINTO;1055832;ZSCD;PANTALON JEAN C/LOGO T.42;;;U365;365;V1;21;36;C28;SEGURIDAD/ROPA/EPP;ROPA;INDUMENTARIA;KG;MOVIMIENTO 315 PENDIENTE;;;;;;;;;;
00365 RIO TINTO;1055833;ZSCD;PANTALON JEAN C/LOGO T.40;;;U365;365;V1;21;36;C28;SEGURIDAD/ROPA/EPP;ROPA;INDUMENTARIA;KG;MOVIMIENTO 315 PENDIENTE;;;;;;;;;;
00314 CASA Olavarría;1001683;ZSTO;RESPIRADOR PARA POLVOSTIPON95CAJAX20UN;;;MR01;314;RE;3;10;C28;SEGURIDAD/ROPA/EPP;SEGURIDAD;ACCESORIO SEGURIDAD;KG;SIN PEDIDO;;;;;;;;;;
00314 CASA Olavarría;1015849;ZSSD;PINCEL CERDA Nº20 XUN;;;MR01;314;V1;1;3;C27;FERRETERIA MR01;FERRETERIA;INSUMOS;KG;SIN PEDIDO;;;;;;;;;;
00314 CASA Olavarría;1015850;ZSSD;PINCEL CERDA Nº30 XUN;;;MR01;314;V1;3;6;C27;FERRETERIA MR01;FERRETERIA;INSUMOS;KG;SIN PEDIDO;;;;;;;;;;
00314 CASA Olavarría;1016999;ZSSD;BOLIGRAFO TRAZO GRUESO AZUL;;MÚLT. 50U;MR01;314;V1;45;75;C17;INSUMOS A;LIBRERIA;LIBRERIA;KG;SIN PEDIDO;;;;;;;;;;
00314 CASA Olavarría;1017023;ZSSD;CUADERNO ESPIRAL RAY A4 T.DURA 80 HJ;;;MR01;314;V1;1;3;C17;INSUMOS A;LIBRERIA;ESCRITURA;KG;SIN PEDIDO;;;;;;;;;;
00314 CASA Olavarría;1017046;ZSSD;CEPILLO VIOLIN P LAVAR COCHES;;;MR01;314;V1;6;12;C17;INSUMOS A;LIMPIEZA;?;KG;SIN PEDIDO;;;;;;;;;;
00314 CASA Olavarría;1027149;ZSSD;DISCO FLAP TYROLIT 115x22 GRANO 80;;;MR01;314;V1;8;15;C27;FERRETERIA MR01;FERRETERIA;?;KG;SIN PEDIDO;;;;;;;;;;
00314 CASA Olavarría;1003433;ZSTO;BOMBA DE AGUA;TOYOTA ARG;16100-69357;MM01;26;RE;1;2;C29;FILTROS/RESPUESTOS;REPUESTOS;HILUX 3.0 2010;KG;SIN PEDIDO;;;;;;;;;;
00314 CASA Olavarría;1004589;ZSTO;BROCA T51 89MM 14 BOT. XUN;No aplica;90510341 // 137-6098-49-20;MM01;26;RE;1;2;C29;FILTROS/RESPUESTOS;DESGASTE;DESGASTE;KG;SIN PEDIDO;;;;;;;;;;
00314 CASA Olavarría;1022060;ZSTO;CUCHILLA LATERALES;CATERPILLA;4T8101;MM01;26;V1;1;3;G01;CUCHILLAS;DESGASTE;CAT 950L;KG;SIN PEDIDO;;;;;;;;;;
00314 CASA Olavarría;1024718;ZSTO;TAPA DE COMBUSTIBLE;;14641479;MM01;26;RE;1;1;C03;EQUIPOS;?;?;KG;SIN PEDIDO;;;;;;;;;;
00341 Mov. Suelos San Luis;1016080;ZSCD;BOTIN CONW 53 BAF MARRON FLOR P.ACER N39;;;MR01;341;V1;1;2;C28;SEGURIDAD/ROPA/EPP;SEGURIDAD;CALZADO;KG;SIN PEDIDO;;;;;;;;;;
00365 RIO TINTO;1002056;ZSTO;CAMPERA ABRIGO T. S ROJA CON LOGO;No aplica;CON REFLECTIVO T. S;U365;365;V1;12;20;C28;SEGURIDAD/ROPA/EPP;ROPA;INDUMENTARIA;KG;MOVIMIENTO 313 PENDIENTE;;;;;;;;;;
00365 RIO TINTO;1002057;ZSTO;CAMPERA ABRIGO T. M ROJA CON LOGO;No aplica;CON REFLECTIVO T. M;U365;365;V1;17;30;C28;SEGURIDAD/ROPA/EPP;ROPA;INDUMENTARIA;KG;MOVIMIENTO 313 PENDIENTE;;;;;;;;;;
00365 RIO TINTO;1002058;ZSTO;CAMPERA ABRIGO T. L ROJA CON LOGO;No aplica;CON REFLECTIVO T. L;U365;365;V1;17;30;C28;SEGURIDAD/ROPA/EPP;ROPA;INDUMENTARIA;KG;MOVIMIENTO 313 PENDIENTE;;;;;;;;;;
00365 RIO TINTO;1002059;ZSTO;CAMPERA ABRIGO T. XL ROJA CON LOGO;No aplica;CON REFLECTIVO T. XL;U365;365;V1;17;30;C28;SEGURIDAD/ROPA/EPP;ROPA;INDUMENTARIA;KG;MOVIMIENTO 313 PENDIENTE;;;;;;;;;;
00365 RIO TINTO;1002060;ZSTO;CAMPERA ABRIGO T. XXL ROJA CON LOGO;No aplica;CON REFLECTIVO T. XXL;U365;365;V1;12;20;C28;SEGURIDAD/ROPA/EPP;ROPA;INDUMENTARIA;KG;MOVIMIENTO 313 PENDIENTE;;;;;;;;;;
00365 RIO TINTO;1002061;ZSTO;CAMPERA ABRIGO T. XXXL ROJA CON LOGO;No aplica;CON REFLECTIVO T. XXXL;U365;365;V1;12;20;C28;SEGURIDAD/ROPA/EPP;ROPA;INDUMENTARIA;KG;MOVIMIENTO 313 PENDIENTE;;;;;;;;;;
00365 RIO TINTO;1009477;ZSTO;"PANTALON TERMICO ""ROJO"" T XL";;;U365;365;V1;24;41;C28;SEGURIDAD/ROPA/EPP;ROPA;INDUMENTARIA -15;KG;MOVIMIENTO 313 PENDIENTE;;;;;;;;;;
00365 RIO TINTO;1018866;ZSSD;CORREA VENTILADOR  - ALTERNADOR;SANY HEAVY;60322885;U365;365;V1;1;2;AGV;COMPRAS AGV;CORREAS;?;KG;MOVIMIENTO 313 PENDIENTE;;;;;;;;;;
00365 RIO TINTO;1055929;ZSTO;CUBIERTA 14.00 R25 TRACCION;;MAXAM TRACCION 14.00 R25;U365;365;V1;4;6;C03;EQUIPOS;CUBIERTAS;CUBIERTAS;KG;MOVIMIENTO 313 PENDIENTE;;;;;;;;;;
00365 RIO TINTO;1055931;ZSTO;PROTECTOR P/CAMARA 14.00 R25;;PROTECTOR 14.00 R25;U365;365;V1;4;6;C03;EQUIPOS;CUBIERTAS;CUBIERTAS;KG;MOVIMIENTO 313 PENDIENTE;;;;;;;;;;
00365 RIO TINTO;1055932;ZSTO;CAMARA 14.00 R25;;14.00 R25;U365;365;V1;4;6;C03;EQUIPOS;CUBIERTAS;CUBIERTAS;KG;MOVIMIENTO 313 PENDIENTE;;;;;;;;;;
00372 UTE 372 GEO POSCO II;1001895;ZSTO;ALCOHOL LIQUIDO X LITRO;;;U003;372;V1;9;17;C17;INSUMOS A;LIMPIEZA;ALCOHOL LIQUIDO;KG;MOVIMIENTO 313 PENDIENTE;;;;;;;;;;
00372 UTE 372 GEO POSCO II;1001961;ZSTO;CINTA AISLADORA NEGRA X10MT;;;U003;372;V1;6;10;C27;FERRETERIA MR01;FERRETERIA;INSUMOS;KG;MOVIMIENTO 313 PENDIENTE;;;;;;;;;;
00372 UTE 372 GEO POSCO II;1002071;ZSTO;CAMPERA DESCARNE T.XXXL;;;U003;372;RE;1;1;C28;SEGURIDAD/ROPA/EPP;SEGURIDAD;INDUMENTARIA;KG;MOVIMIENTO 313 PENDIENTE;;;;;;;;;;
00372 UTE 372 GEO POSCO II;1017046;ZSSD;CEPILLO VIOLIN P LAVAR COCHES;;;U003;372;V1;2;5;C17;INSUMOS A;LIMPIEZA;?;KG;MOVIMIENTO 313 PENDIENTE;;;;;;;;;;
00372 UTE 372 GEO POSCO II;1017055;ZSSD;ZAPATILLA ELECTRICA 6 TOMAS C CABLE 3M;;DE 4 TOMAS;U003;372;RE;1;1;C11;ELECTRICIDAD;ELECTRICIDAD;ACCESORIOS;KG;SIN PEDIDO;;;;;;;;;;
00377-YPF 3° loop;1001704;ZSTO;PROTECTORFACIALSOPORTEARNESCREMALLERA;LIBUS;901383;MR01;377;V1;20;40;C28;SEGURIDAD/ROPA/EPP;SEGURIDAD;ACCESORIO SEGURIDAD;KG;SIN PEDIDO;;;;;;;;;;
